id,description
1460,a blend of 60 montepulciano and 40 sangiovese this is a grippy leathery wine the fruit sourced from two different sites in the appellation black leather baked and dried plum and cherry combine on the palate with breadth and length finishing as if dusted in cocoa 
1461,red berry chopped herb blue flower and menthol all come together on this elegantly structured red the juicy accessible palate offers ripe black cherry crushed raspberry licorice and a hint of vanilla alongside round tannins drink through 2021 
1462,smoky oaky rubbery aromas are sophisticated and inviting this blend of 90 garnacha and 10 carignan feels smooth but with a healthy pulse plum and cherry flavors carry a note of oaky char while a long toasty finish offers a complex note of cured meat drink through 2020 
1463,from the heart of the rutherford bench this estate grown wine is a classic version of restraint and elegance structured in dusty tannin with bursts of cedar tomato leaf and cassis cabernet franc makes up 8 of the blend with 3 merlot this will benefit from time in the cellar drink 2020 2023 
1464,complex and well balanced this wine shows enticing aromas of fruits spices and subtle herbs followed by tangy dry and slightly lean flavors like cranberry and rhubarb it will be great with a roast fowl of some kind and should mellow more with time best after 2018 
1465,decadent and candied this is an oaky well made wine with richness at its core tahitian vanilla caramel and meyer lemon give way to more weighty tropical characteristics making for a ripe bigger styled wine 
1466,this mid sized n gociant has turned out a solid tavel it s classic red berry hue is typical for the appellation followed by ample weight on the palate and bold cherry berry flavors all wrapped up by a long mouthwatering finish 
1467,this ambitious blend of 60 sangiovese 15 merlot 15 petite sirah and 10 cabernet sauvignon largely succeeds with aromas of tight blueberries concentrated purple flowers and a touch of crushed peppercorn the fruit driven palate is dense with blueberry tart boysenberry and a dusting of cocoa 
1468,this wine is a big one going all out to make friends new oak aromas like clove cedar and cinnamon explode out of the glass then flavors of dark chocolate and cherry spread across the palate for a generous almost thick impression fine layers of tannins and firm acidity blanket the texture 
1469,this late harvest wine reminds one of lemon grass cut grass and honeysuckle it is sweet with a good acid balance along with flavors of lemon meringue pie and lemon curd 
1470,clean crisp and bright this was fermented in stainless with just 10 in neutral wood and not put through malolactic the blend is 60 40 chardonnay pinot noir yielding fresh fruit flavors of apple and melon that are focused and precise a streak of ginger runs through racy acidity 
1471,firm and focused this lightly spiced effort supports its tart cherry fruit with ample acidity hints of toasted coconut build in the finish a few more years of bottle age should bring further integration 
1472,a striking shade of amber orange this soft and fruity wine is open and loose knit with broad flavors of mature slightly oxidized tree fruits plus lightly spicy notes of cinnamon and baking spices it s very well made but well apart from any standard approach 
1473,a delicate streak of honeycomb gilds layers of yellow peaches apples and tangerines in this off dry riesling its concentrated fruitiness is lip smacking but it s also quite elegant reverberating long on a steely strike of acidity and minerality drink now through 2020 
1474,mature black fruit toast and spice aromas lead the nose the firm palate is still tightly wound offering baked black cherry licorice and espresso balanced by youthfully assertive taut tannins drink after 2019 
1475,crushed rose pressed violet perfumed berry sage and a balsamic note are just some of the aromas you ll find on this full bodied red the firm palate offers dried black cherry black pepper and licorice alongside tightly knit tannins and the subtle warmth of alcohol give it a few more years to come together drink 2018 2016 
1476,a nose of wild blackberry and brambles lays the groundwork for a tender dance of fruit and herbal flavors especially blackberry pomegranate eucalyptus and fennel bulb mouth coating tannins dissipate on the finish joined by a burst of tart pomegranate 
